card_id,due_date
1,2019-08-15 15:49:59
2,2020-01-08 18:18:10
3,2020-03-02 08:37:59
4,2019-05-02 23:55:37
5,2019-12-25 11:15:20
6,2019-07-19 14:12:14
7,2020-04-05 05:34:45
8,2019-07-25 07:11:01
9,2019-10-21 22:42:37
10,2019-06-07 06:32:39
11,2019-10-01 20:42:04
12,2020-04-24 17:46:15
13,2019-12-18 18:28:30
14,2020-01-10 14:15:17
15,2020-05-09 21:12:20
16,2019-06-26 05:32:44
17,2019-10-28 11:21:51
18,2019-08-02 16:26:06
19,2019-10-17 11:16:40
20,2019-12-01 22:25:53
21,2020-04-19 15:30:56
22,2020-03-26 14:47:29
23,2019-08-11 09:24:23
24,2019-08-27 14:46:01
25,2019-11-22 07:10:56
26,2019-12-05 19:41:05
27,2019-09-04 22:57:23
28,2019-06-19 21:57:21
29,2019-10-31 09:54:30
30,2019-11-18 00:46:23
31,2020-01-08 07:52:29
32,2020-03-26 23:13:55
33,2019-07-04 11:03:28
34,2020-02-07 17:27:42
35,2020-02-08 05:18:43
36,2019-11-01 17:59:45
37,2019-11-18 10:26:29
38,2019-12-30 02:27:19
39,2019-06-11 12:21:30
40,2019-11-03 22:17:31
41,2020-05-27 17:50:38
42,2019-05-13 11:50:25
43,2020-03-09 19:56:15
44,2019-07-31 10:41:29
45,2020-03-11 14:34:19
46,2020-03-04 11:30:40
47,2020-03-03 01:15:39
48,2019-10-04 00:30:09
49,2019-08-16 22:06:17
50,2019-10-02 13:38:19
51,2020-01-12 02:54:33
52,2019-08-23 13:54:47
53,2020-05-14 12:53:15
54,2020-03-03 10:22:48
55,2019-08-08 22:09:57
56,2019-12-03 12:44:19
57,2019-10-21 16:40:40
58,2020-05-13 08:35:40
59,2019-08-04 18:21:51
60,2019-07-16 13:37:36
61,2020-01-21 02:00:54
62,2020-03-21 22:07:42
63,2019-06-12 22:39:10
64,2019-08-08 21:10:26
65,2019-06-27 17:21:27
66,2020-02-11 21:16:16
67,2019-07-07 23:21:10
68,2019-09-11 14:48:17
69,2019-06-01 23:25:24
70,2019-12-14 14:22:30
71,2019-12-20 06:44:20
72,2020-01-16 19:39:56
73,2020-01-23 13:40:33
74,2019-05-31 23:15:01
75,2019-11-07 03:41:24
76,2019-12-09 15:52:21
77,2019-08-03 13:03:52
78,2019-09-21 23:10:04
79,2019-05-20 16:49:41
80,2019-09-20 12:44:12
81,2019-12-06 22:01:14
82,2019-05-25 14:42:38
83,2019-12-07 17:25:00
84,2019-12-11 23:17:04
85,2019-07-02 01:23:48
86,2019-08-24 01:20:05
87,2019-07-02 02:12:23
88,2019-07-13 08:30:33
89,2020-01-04 07:25:08
90,2019-05-06 08:12:09
91,2020-04-30 23:32:14
92,2019-11-16 09:59:52
93,2019-07-02 22:15:32
94,2019-12-14 00:02:01
95,2019-08-09 05:13:56
96,2019-05-11 09:53:29
97,2019-11-30 09:59:00
98,2020-02-18 22:27:47
99,2019-12-14 20:23:29
100,2019-09-12 04:07:38
101,2020-04-05 13:26:37
102,2019-10-05 01:43:27
103,2019-05-04 19:47:50
104,2019-07-29 21:53:28
105,2020-03-19 10:29:32
106,2019-05-08 00:15:54
107,2020-04-25 07:59:13
108,2019-08-26 04:45:59
109,2020-02-29 17:16:28
110,2020-05-27 20:26:36
111,2019-06-08 07:24:59
112,2019-07-29 22:39:45
113,2019-10-21 05:53:09
114,2019-11-20 11:52:58
115,2019-06-15 02:20:06
116,2019-11-04 14:02:20
117,2019-07-19 23:09:03
118,2020-02-24 10:27:57
119,2019-06-08 18:21:27
120,2020-01-22 06:03:21
121,2019-07-08 16:13:35
122,2019-10-31 09:38:51
123,2020-01-09 11:52:39
124,2020-04-06 18:05:20
125,2020-01-16 09:28:32
126,2020-01-30 01:45:14
127,2019-09-17 12:22:04
128,2019-07-16 12:26:39
129,2020-04-26 06:27:24
130,2020-03-29 00:22:05
131,2019-10-24 08:53:24
132,2019-05-10 18:21:27
133,2019-09-30 05:07:09
134,2019-07-27 09:14:17
135,2019-06-08 19:57:49
136,2020-05-27 09:09:55
137,2019-09-24 22:01:32
138,2019-06-05 01:29:09
139,2019-05-04 02:21:11
140,2019-08-25 06:54:05
141,2020-03-24 05:21:18
142,2019-12-04 17:18:27
143,2019-12-10 07:02:37
144,2019-11-05 16:45:28
145,2020-02-04 18:08:01
146,2020-01-11 05:59:33
147,2020-01-08 00:14:31
148,2019-06-09 12:32:16
149,2019-05-23 12:57:59
150,2019-08-18 12:40:23
151,2019-10-21 19:08:25
152,2020-01-10 07:48:02
153,2020-04-27 18:09:18
154,2019-05-04 11:12:58
155,2020-03-27 09:26:52
156,2019-10-23 21:16:21
157,2019-12-31 03:01:11
158,2019-11-01 05:11:29
159,2020-05-04 21:41:53
160,2020-01-21 17:44:47
161,2020-04-29 04:33:21
162,2019-11-21 09:43:26
163,2020-05-16 11:48:42
164,2019-05-07 07:38:26
165,2019-07-19 00:56:45
166,2019-07-25 02:52:08
167,2019-09-19 07:14:51
168,2020-04-30 15:14:38
169,2019-11-10 23:56:55
170,2019-06-16 13:35:25
171,2019-10-18 16:45:28
172,2020-03-01 03:13:54
173,2019-09-30 20:22:49
174,2019-09-11 18:00:37
175,2019-11-23 22:24:06
176,2019-11-04 11:02:04
177,2020-04-30 17:43:45
178,2019-08-12 20:32:19
179,2019-07-21 01:23:00
180,2020-03-25 22:41:31
181,2019-09-23 04:09:33
182,2020-05-02 17:47:08
183,2019-10-04 14:05:21
184,2020-04-14 11:06:55
185,2020-05-22 09:15:24
186,2019-06-19 08:44:39
187,2019-08-17 18:33:03
188,2019-05-11 02:24:22
189,2020-05-04 01:16:26
190,2020-03-13 17:30:08
191,2019-12-31 19:08:03
192,2019-07-11 21:29:34
193,2020-02-21 06:16:10
194,2020-01-04 01:21:29
195,2019-08-06 09:27:24
196,2019-06-10 09:22:11
197,2020-05-12 08:37:58
198,2020-03-19 06:42:41
199,2020-01-24 07:41:29
200,2020-05-25 18:05:57
201,2020-05-15 17:21:20
202,2020-02-23 00:17:31
203,2020-03-20 05:23:40
204,2020-02-02 01:28:00
205,2019-05-22 04:15:04
206,2020-05-04 20:45:01
207,2019-08-02 05:19:37
208,2019-07-10 14:05:18
209,2019-12-25 22:55:13
210,2019-11-08 11:39:50
211,2019-11-04 02:58:48
212,2019-05-13 03:07:02
213,2020-02-14 16:52:41
214,2020-05-15 23:51:21
215,2019-07-02 07:12:47
216,2020-02-21 10:29:02
217,2020-02-02 07:52:39
218,2019-12-14 11:29:15
219,2020-04-20 08:34:03
220,2020-01-26 13:53:32
221,2019-12-02 03:25:49
222,2019-10-18 10:11:50
223,2019-08-06 03:36:47
224,2019-07-20 21:46:26
225,2020-01-08 09:01:45
226,2019-11-04 15:26:04
227,2020-05-23 14:54:34
228,2019-11-21 05:58:41
229,2020-02-24 02:54:16
230,2019-09-28 02:04:43
231,2020-02-09 15:58:08
232,2019-11-01 01:09:01
233,2020-05-18 05:26:30
234,2020-01-31 00:14:22
235,2020-01-05 13:58:32
236,2019-06-20 20:45:03
237,2020-04-11 11:35:14
238,2019-10-16 06:22:37
239,2019-09-05 10:26:10
240,2019-06-13 16:51:09
241,2019-12-03 19:26:21
242,2019-06-19 04:17:11
243,2019-12-31 14:21:51
244,2019-08-12 13:14:38
245,2019-07-10 00:23:21
246,2019-06-24 08:53:55
247,2019-07-20 07:25:46
248,2019-10-08 11:47:40
249,2019-11-30 20:50:07
250,2019-08-12 09:38:16
251,2019-07-12 02:19:50
252,2019-10-05 12:23:54
253,2020-05-22 14:01:35
254,2019-07-29 03:50:34
255,2019-05-05 00:02:40
256,2019-09-15 05:50:06
257,2020-03-16 01:03:42
258,2020-03-01 22:28:45
259,2019-06-20 18:33:35
260,2020-05-13 06:55:48
261,2019-10-11 04:52:52
262,2019-11-06 19:01:44
263,2020-01-07 05:19:27
264,2020-05-30 23:41:14
265,2019-12-03 00:07:11
266,2020-05-05 02:22:15
267,2019-05-26 18:24:36
268,2019-11-29 20:18:20
269,2019-06-06 04:24:28
270,2020-01-07 05:17:37
271,2019-08-09 01:15:41
272,2020-03-05 13:50:07
273,2019-06-25 09:27:13
274,2020-05-13 06:53:01
275,2020-01-10 19:59:25
276,2019-06-01 19:50:42
277,2020-05-21 17:27:36
278,2019-07-08 19:35:17
279,2019-07-08 09:54:43
280,2019-12-22 17:19:08
281,2019-11-01 00:24:40
282,2019-08-29 09:02:14
283,2019-11-13 03:12:52
284,2019-08-31 21:12:03
285,2020-01-21 14:30:29
286,2019-08-17 01:01:42
287,2019-10-14 17:00:29
288,2019-05-04 10:07:24
289,2019-10-07 00:14:39
290,2020-05-06 07:55:55
291,2020-04-17 06:03:21
292,2019-10-02 09:30:05
293,2020-02-20 16:16:48
294,2020-01-11 01:52:21
295,2020-02-20 09:55:42
296,2019-12-14 03:39:22
297,2019-07-13 08:49:13
298,2019-09-01 02:16:22
299,2020-04-15 18:05:44
300,2019-07-13 12:53:02
301,2019-10-26 18:01:57
302,2019-07-31 23:43:39
303,2019-08-14 18:32:07
304,2019-10-29 14:21:47
305,2019-12-24 14:05:40
306,2019-08-01 20:25:12
307,2020-04-11 15:56:47
308,2019-07-18 02:56:24
309,2019-05-10 18:54:16
310,2019-08-08 12:39:47
311,2019-09-24 07:51:14
312,2019-10-04 17:32:11
313,2019-11-09 16:31:22
314,2019-05-11 09:56:03
315,2019-05-13 23:33:38
316,2019-12-26 03:30:18
317,2019-09-27 05:21:11
318,2020-02-12 15:43:39
319,2019-09-19 13:33:19
320,2020-01-17 17:09:37
321,2020-04-22 20:11:40
322,2019-10-27 22:18:55
323,2019-05-08 23:45:18
324,2020-03-24 11:47:51
325,2019-11-28 03:11:16
326,2019-05-12 02:56:42
327,2019-09-04 21:21:16
328,2019-06-21 03:36:45
329,2019-10-19 05:28:56
330,2019-05-25 04:50:17
331,2019-07-12 09:25:06
332,2020-01-13 07:02:00
333,2020-03-06 02:26:49
334,2019-12-20 22:51:39
335,2020-04-24 16:38:02
336,2019-09-12 07:54:08
337,2019-05-15 13:37:27
338,2019-07-12 22:00:25
339,2019-05-14 16:35:21
340,2019-10-20 01:00:02
341,2020-05-13 11:53:59
342,2020-01-22 09:53:56
343,2019-11-11 22:46:18
344,2020-04-11 15:18:41
345,2019-10-22 02:57:02
346,2019-07-20 06:17:01
347,2019-11-23 05:41:27
348,2019-05-02 03:02:48
349,2019-05-28 23:56:18
350,2019-06-18 20:48:07
351,2019-08-12 20:22:26
352,2020-05-25 15:06:08
353,2019-11-22 03:12:52
354,2019-12-06 05:23:54
355,2019-09-03 11:12:10
356,2020-02-27 06:51:33
357,2019-06-17 03:37:07
358,2019-12-16 08:17:59
359,2020-05-24 11:03:36
360,2020-04-23 08:04:10
361,2020-03-07 11:12:06
362,2019-10-14 15:47:19
363,2020-02-01 22:14:48
364,2020-04-06 23:12:16
365,2019-10-19 14:39:31
366,2019-06-27 13:44:37
367,2020-05-15 20:38:38
368,2020-02-27 10:18:38
369,2019-07-01 07:33:23
370,2020-05-25 17:12:23
371,2019-09-25 16:36:06
372,2019-06-08 18:17:50
373,2019-12-06 16:35:49
374,2020-03-21 07:14:15
375,2020-05-12 04:31:34
376,2019-05-07 08:11:46
377,2019-12-01 22:35:36
378,2020-05-02 21:27:28
379,2019-12-28 10:46:19
380,2019-07-23 04:51:54
381,2020-05-16 11:08:56
382,2019-09-25 01:06:30
383,2019-05-10 03:49:59
384,2020-02-28 15:13:21
385,2020-01-10 09:38:36
386,2019-12-12 20:00:03
387,2020-01-31 12:33:51
388,2020-04-12 17:30:55
389,2020-01-31 08:03:19
390,2020-05-09 02:21:14
391,2019-09-21 04:09:09
392,2019-12-06 00:47:13
393,2019-09-29 07:19:08
394,2020-02-21 05:21:59
395,2020-01-22 13:31:21
396,2019-07-15 21:18:38
397,2019-11-22 22:20:16
398,2019-12-07 20:46:24
399,2019-12-16 11:20:22
400,2020-02-14 21:42:36
401,2019-12-25 13:32:01
402,2020-04-06 06:45:57
403,2020-02-07 03:09:27
404,2019-09-04 17:05:07
405,2020-01-21 05:22:22
406,2020-01-17 01:23:39
407,2019-06-09 19:40:27
408,2019-05-14 00:28:38
409,2019-07-10 12:56:58
410,2019-10-28 03:05:55
411,2019-06-01 23:30:12
412,2019-05-24 14:19:21
413,2019-11-10 07:47:41
414,2020-03-02 04:05:51
415,2019-08-20 23:57:58
416,2019-09-07 08:38:14
417,2020-03-03 21:44:41
418,2019-12-21 19:51:08
419,2020-04-12 03:43:14
420,2020-04-01 12:54:08
421,2019-06-25 10:37:16
422,2019-08-03 12:17:31
423,2019-08-24 14:07:04
424,2020-03-17 06:24:10
425,2020-01-20 11:53:49
426,2019-11-28 03:08:10
427,2019-12-26 13:15:42
428,2019-12-20 12:04:03
429,2019-09-03 12:29:42
430,2020-05-23 19:12:09
431,2019-09-08 06:32:36
432,2020-02-07 07:06:50
433,2020-05-25 08:36:47
434,2019-07-06 23:54:37
435,2019-05-07 22:29:00
436,2019-06-02 17:09:06
437,2020-04-14 08:06:13
438,2020-05-20 03:21:27
439,2019-09-25 00:37:31
440,2019-06-01 07:01:52
441,2019-05-29 16:20:33
442,2019-08-24 18:22:27
443,2019-09-11 05:04:41
444,2020-01-31 01:48:33
445,2020-03-28 13:33:13
446,2019-09-13 04:23:04
447,2020-04-22 23:31:54
448,2020-04-05 05:33:21
449,2019-07-08 07:34:39
450,2019-05-26 13:44:09
451,2019-10-01 10:05:42
452,2020-02-04 14:12:12
453,2020-04-13 10:25:20
454,2019-08-01 17:22:49
455,2020-04-23 05:40:22
456,2019-12-14 19:54:34
457,2020-03-09 14:36:13
458,2019-06-10 19:02:14
459,2019-06-02 13:25:37
460,2019-06-30 04:33:32
461,2019-12-26 08:46:38
462,2019-06-27 01:59:43
463,2020-05-28 06:02:04
464,2020-01-05 04:23:32
465,2019-07-26 21:29:40
466,2019-07-13 22:56:10
467,2019-07-20 16:00:57
468,2019-09-11 15:52:42
469,2019-08-07 04:01:50
470,2020-02-05 01:35:23
471,2019-11-26 02:09:50
472,2019-07-17 09:32:30
473,2019-08-03 06:23:30
474,2019-10-10 00:15:08
475,2020-01-02 06:02:29
476,2019-11-21 09:41:45
477,2019-09-21 21:27:25
478,2019-12-20 03:08:59
479,2019-06-28 00:21:18
480,2019-05-13 14:13:28
481,2019-05-16 05:16:05
482,2019-09-14 23:21:32
483,2020-01-22 02:13:53
484,2020-04-29 04:55:29
485,2019-05-20 13:35:09
486,2019-10-29 06:51:25
487,2019-05-29 14:37:13
488,2019-05-24 23:27:49
489,2020-05-05 17:25:35
490,2020-05-25 03:42:26
491,2019-12-28 22:52:04
492,2019-08-11 21:29:21
493,2020-05-08 20:24:51
494,2020-02-07 22:32:44
495,2019-08-23 13:26:58
496,2019-05-23 00:45:40
497,2019-09-26 23:11:27
498,2019-12-15 07:30:23
499,2019-10-23 14:22:14
500,2020-03-21 19:21:13
501,2020-04-25 16:27:11
502,2019-12-11 23:23:34
503,2020-02-26 09:09:31
504,2020-03-06 22:27:04
505,2019-11-24 21:27:31
506,2019-09-30 09:28:41
507,2020-02-03 11:59:58
508,2019-08-05 01:44:14
509,2020-02-18 04:54:39
510,2020-05-22 08:30:47
511,2019-12-23 09:36:52
512,2019-09-30 01:58:02
513,2019-06-04 00:08:55
514,2019-06-15 12:51:19
515,2019-10-23 03:51:26
516,2020-01-18 10:54:36
517,2020-03-15 15:10:05
518,2019-07-16 17:57:43
519,2019-07-31 14:42:55
520,2020-03-20 10:56:12
521,2019-08-31 14:24:21
522,2020-04-13 02:53:23
523,2019-08-11 03:35:41
524,2020-02-15 21:04:50
525,2020-04-11 00:07:04
526,2019-09-13 09:02:44
527,2020-01-14 18:13:38
528,2019-08-01 21:49:29
529,2020-03-02 23:08:33
530,2019-12-22 15:59:05
531,2020-05-14 18:31:59
532,2020-04-29 03:26:59
533,2019-10-12 07:27:21
534,2020-05-04 01:26:03
535,2019-11-24 13:11:09
536,2019-05-29 20:07:38
537,2020-03-10 14:17:06
538,2020-02-04 11:25:39
539,2019-11-27 04:26:26
540,2020-04-18 04:54:12
541,2019-12-07 23:38:29
542,2020-01-22 03:03:25
543,2019-12-30 04:36:03
544,2019-12-21 21:49:22
545,2019-08-17 17:44:50
546,2019-09-13 03:31:44
547,2019-11-24 18:51:38
548,2019-05-23 08:04:39
549,2019-05-10 04:00:32
550,2019-11-08 14:58:44
551,2020-02-13 23:52:42
552,2020-03-09 20:57:42
553,2019-12-05 04:34:40
554,2019-06-06 05:54:40
555,2019-12-17 15:58:38
556,2019-08-03 09:55:50
557,2019-05-19 13:01:04
558,2019-06-11 03:17:02
559,2019-12-14 13:22:12
560,2020-05-25 21:11:11
561,2019-09-16 03:32:24
562,2019-07-18 08:54:11
563,2020-02-06 20:20:49
564,2019-06-06 03:59:29
565,2020-03-20 03:24:28
566,2019-06-08 09:40:15
567,2019-12-11 20:23:56
568,2020-02-09 18:31:18
569,2019-07-02 22:52:07
570,2019-10-25 09:54:20
571,2020-03-21 15:52:17
572,2019-10-25 13:52:19
573,2019-05-29 19:36:44
574,2020-01-27 11:57:08
575,2019-11-01 02:19:42
576,2019-11-04 23:41:54
577,2020-03-01 07:50:03
578,2019-09-29 09:59:32
579,2019-05-03 11:31:10
580,2019-05-25 13:49:42
581,2019-06-10 14:43:17
582,2020-03-19 08:05:05
583,2019-06-01 06:46:08
584,2020-02-05 16:51:42
585,2019-06-26 10:24:36
586,2020-05-14 09:30:26
587,2019-11-01 03:34:26
588,2019-07-15 23:24:10
589,2019-10-16 09:00:42
590,2019-08-10 20:11:13
591,2019-09-30 02:34:08
592,2019-08-20 11:17:26
593,2019-06-17 19:27:00
594,2020-03-03 04:18:49
595,2019-07-22 03:43:41
596,2019-12-08 14:56:02
597,2019-11-06 01:46:25
598,2019-11-26 04:04:50
599,2019-11-07 10:22:27
600,2019-10-31 06:55:57
601,2019-08-12 02:12:52
602,2019-10-05 08:16:10
603,2020-05-16 02:29:25
604,2019-11-10 00:02:21
605,2020-01-09 06:10:11
606,2019-11-10 07:13:05
607,2019-12-26 11:14:45
608,2020-01-09 10:57:14
609,2019-09-29 23:39:14
610,2019-08-22 09:32:25
611,2019-09-08 09:05:03
612,2019-10-13 01:02:08
613,2020-05-24 14:14:48
614,2019-05-24 01:08:21
615,2019-11-27 02:37:40
616,2020-05-10 22:06:42
617,2019-11-10 18:27:02
618,2019-12-11 00:43:02
619,2019-07-14 12:53:54
620,2020-04-29 05:24:08
621,2019-09-16 19:27:37
622,2019-12-26 00:15:56
623,2019-10-21 12:29:16
624,2020-04-01 23:55:23
625,2020-02-19 12:51:31
626,2019-07-04 11:00:14
627,2019-05-03 09:15:55
628,2020-02-26 09:25:30
629,2019-11-03 10:57:16
630,2019-10-19 01:40:09
631,2020-01-13 03:50:03
632,2020-05-23 06:03:10
633,2019-09-02 16:27:29
634,2019-07-30 20:30:17
635,2020-01-30 13:19:27
636,2020-01-06 17:59:16
637,2019-07-22 23:01:12
638,2019-12-07 01:27:34
639,2019-09-02 00:47:37
640,2020-04-28 22:19:18
641,2020-03-09 00:18:34
642,2020-03-13 17:44:00
643,2020-05-15 08:25:10
644,2019-10-08 18:01:54
645,2020-03-23 00:53:09
646,2020-04-04 16:34:56
647,2019-05-11 08:23:01
648,2020-04-25 17:02:24
649,2019-06-25 03:01:37
650,2019-05-20 22:26:23
651,2020-05-27 14:12:31
652,2020-03-24 15:58:42
653,2019-09-13 06:57:37
654,2019-09-20 17:20:18
655,2020-02-25 10:17:14
656,2019-06-04 19:00:07
657,2019-10-16 14:41:36
658,2019-10-04 22:27:16
659,2019-05-01 21:24:23
660,2020-05-21 19:07:02
661,2019-12-14 11:12:19
662,2020-05-10 11:41:35
663,2020-04-13 19:39:15
664,2020-04-25 21:47:55
665,2019-07-30 14:36:12
666,2019-06-22 18:41:41
667,2019-09-25 01:04:48
668,2019-11-04 22:21:46
669,2019-10-02 15:02:48
670,2019-07-16 10:39:53
671,2019-05-03 21:36:22
672,2019-11-27 15:29:48
673,2019-09-08 17:35:47
674,2020-05-06 04:50:35
675,2019-08-27 08:08:53
676,2019-06-06 03:32:49
677,2020-01-16 20:45:49
678,2019-07-15 02:18:41
679,2019-05-17 11:51:37
680,2019-05-22 08:11:55
681,2020-02-12 23:20:53
682,2020-03-15 21:28:15
683,2019-07-11 23:37:10
684,2019-12-09 06:21:18
685,2019-12-23 16:34:43
686,2019-07-03 04:13:59
687,2019-12-26 22:18:08
688,2020-01-17 19:25:09
689,2019-07-20 05:05:14
690,2020-01-17 23:35:49
691,2019-05-15 00:00:46
692,2020-03-28 09:41:55
693,2019-08-18 13:03:30
694,2019-08-19 10:46:18
695,2019-08-14 03:40:32
696,2020-02-11 19:06:22
697,2020-01-21 00:10:27
698,2019-05-19 19:51:26
699,2019-08-29 02:56:30
700,2020-01-08 05:21:45
701,2020-05-23 12:30:41
702,2020-02-11 06:56:24
703,2020-02-23 14:13:48
704,2020-01-06 13:55:07
705,2020-04-04 15:43:42
706,2019-12-24 03:39:45
707,2019-11-23 01:48:14
708,2019-12-07 15:05:45
709,2019-11-28 07:10:12
710,2020-03-22 14:58:10
711,2019-10-26 10:06:32
712,2019-09-15 00:48:37
713,2020-04-15 18:40:51
714,2019-08-07 18:59:45
715,2019-05-05 18:47:02
716,2020-02-27 20:41:28
717,2019-07-10 06:01:00
718,2020-02-21 16:44:48
719,2019-11-16 16:07:02
720,2020-02-28 08:37:43
721,2019-07-19 10:25:26
722,2019-10-04 22:16:11
723,2019-06-06 18:32:55
724,2020-01-11 06:44:37
725,2020-01-14 17:33:34
726,2020-04-13 15:58:30
727,2019-06-10 03:13:16
728,2019-07-01 13:24:46
729,2020-02-08 07:30:24
730,2020-05-25 17:59:36
731,2020-04-19 00:07:15
732,2020-05-13 19:26:23
733,2020-05-07 18:44:45
734,2019-09-23 09:56:35
735,2020-03-19 10:06:40
736,2019-07-17 05:09:02
737,2020-02-09 23:09:30
738,2019-10-01 15:49:56
739,2020-05-07 11:15:31
740,2020-03-10 22:32:28
741,2019-08-22 00:40:21
742,2019-07-28 18:48:17
743,2019-06-08 20:14:43
744,2019-05-29 22:43:55
745,2019-10-18 16:37:42
746,2019-08-23 07:21:44
747,2019-10-02 00:24:40
748,2019-10-02 14:33:38
749,2020-01-15 06:00:03
750,2020-03-02 23:49:19
751,2020-01-19 18:40:58
752,2019-07-10 23:28:17
753,2019-08-10 16:57:07
754,2019-08-19 16:08:08
755,2020-04-06 17:54:37
756,2020-05-01 11:25:32
757,2019-10-15 13:43:14
758,2019-06-10 15:03:18
759,2019-05-03 20:45:29
760,2019-09-11 07:43:53
761,2020-04-21 04:08:16
762,2019-06-21 12:19:12
763,2019-12-25 05:35:08
764,2019-07-20 14:38:05
765,2019-07-06 03:20:50
766,2020-05-06 12:14:29
767,2020-04-03 01:52:16
768,2019-05-25 15:33:14
769,2019-10-31 03:05:07
770,2019-11-08 18:01:52
771,2020-02-15 19:07:03
772,2019-11-08 04:38:08
773,2020-05-10 05:28:46
774,2019-08-13 01:10:34
775,2019-12-19 06:15:12
776,2019-10-23 08:51:46
777,2020-04-20 14:25:29
778,2019-08-27 15:56:43
779,2019-12-25 12:23:06
780,2019-08-16 13:03:41
781,2020-05-05 15:37:55
782,2019-09-30 16:58:53
783,2020-05-03 00:49:07
784,2019-12-06 01:55:30
785,2019-11-03 20:49:19
786,2020-02-09 14:31:08
787,2019-05-29 14:07:29
788,2019-11-20 16:05:03
789,2019-05-06 10:54:55
790,2019-11-12 19:07:05
791,2020-04-09 00:39:55
792,2019-08-31 04:21:52
793,2019-10-02 15:14:48
794,2019-07-25 05:55:51
795,2019-11-27 19:53:17
796,2019-08-25 19:42:46
797,2019-10-26 07:59:43
798,2019-05-27 21:37:25
799,2019-06-10 18:32:24
800,2020-04-22 09:48:23
